,0
letters_number,0.151695913029776
subdomain1,0.110337064701132
subdomain2,0.08873265525107589
letters,0.0884355275948518
total_character,0.08796947713410389
subdomain2_letters,0.08079061772076791
lowercase_letters,0.06011849804877538
subdomain1_letters,0.055213489254649924
subdomain1_numbers,0.04283763202992042
subdomain3_letters,0.04255730998287776
numbers,0.04248614004199257
subdomain3,0.03711938698419872
subdomain1_special,0.03568395175644389
special_characters,0.035497215379098425
dots,0.020329503272345777
subdomains_count,0.017888234556774626
subdomain2_numbers,0.0007857838070692515
subdomain4,0.0007042759743268337
subdomain4_letters,0.0006854920144829076
subdomain2_special,0.0001286372432441572
subdomain3_numbers,3.1942220918554334e-06
subdomain4_numbers,0.0
uppercase_letters,0.0
subdomain3_special,0.0
subdomain4_special,0.0
,0
letters_number,0.15399836615503726
subdomain1,0.12078050497350018
subdomain2_letters,0.08576561029418549
subdomain2,0.07879344476704596
total_character,0.07500905048802627
subdomain1_letters,0.07497080708509234
letters,0.07289886357805034
lowercase_letters,0.0564132001929773
subdomain1_numbers,0.04710652421471165
numbers,0.04577811844263044
subdomain3,0.042740704082518545
special_characters,0.038231565051766024
subdomain3_letters,0.037726851354647185
subdomain1_special,0.03124185641440268
dots,0.019809018057145137
subdomains_count,0.01676512553448209
subdomain4,0.0006404776887704829
subdomain4_letters,0.0006085391671241763
subdomain2_numbers,0.0005088463983577171
subdomain2_special,0.00021198338325625709
subdomain3_numbers,5.426762725684268e-07
subdomain4_numbers,0.0
uppercase_letters,0.0
subdomain3_special,0.0
subdomain4_special,0.0
,0
letters_number,0.16700286625824431
total_character,0.11356212089976812
subdomain2_letters,0.09544037053372108
subdomain1,0.08003373132407697
subdomain2,0.07828569146555227
subdomain1_letters,0.07446268907720846
subdomain1_numbers,0.0639569409473924
lowercase_letters,0.05527963501198783
letters,0.05277649625614924
subdomain3,0.04039921610920499
subdomain3_letters,0.03816317974346765
numbers,0.03569277564949533
special_characters,0.03560373972709494
subdomain1_special,0.03448329506513174
dots,0.018050678276690265
subdomains_count,0.014517716782860948
subdomain4_letters,0.0008694502961332756
subdomain4,0.0005474073506591819
subdomain2_numbers,0.000546789232434595
subdomain2_special,0.00032412939879409875
subdomain3_numbers,1.0805939323158203e-06
subdomain4_numbers,0.0
uppercase_letters,0.0
subdomain3_special,0.0
subdomain4_special,0.0
